timestamp_utc,scenario,pod,cpu_millicores,memory_mib
2026-04-24T08:02:52Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:02:52Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:02:52Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:02:52Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:02:53Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:02:53Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:02:53Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:02:53Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:02:53Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:02:53Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:02:53Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:02:54Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:02:54Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:02:54Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:02:54Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:02:54Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:02:54Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:02:54Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:02:56Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:02:56Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:02:56Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:02:56Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:02:56Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:02:56Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:02:56Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:02:58Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:02:58Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:02:58Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:02:58Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:02:58Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:02:58Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:02:58Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:00Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:00Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:00Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:00Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:00Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:00Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:00Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:01Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:01Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:01Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:01Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:01Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:01Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:01Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:02Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:02Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:02Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:02Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:02Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:02Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:02Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:03Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:03Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:03Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:03Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:03Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:03Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:03Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:04Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:04Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:04Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:04Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:04Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:04Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:04Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:05Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:05Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:05Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:05Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:05Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:05Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:05Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:06Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:06Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:06Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:06Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:06Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:06Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:06Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:07Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:07Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:07Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:07Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:07Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:07Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:07Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:08Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:08Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:08Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:08Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:08Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:08Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:08Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:09Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:09Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:09Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:09Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:09Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:09Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:09Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:10Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:10Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:10Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:10Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:10Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:10Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:10Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:11Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:11Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:11Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:11Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:11Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:11Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:11Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:13Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:13Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:13Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:13Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:13Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:13Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:13Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:14Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:14Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:14Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:14Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:14Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:14Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:14Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:16Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:16Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:16Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:16Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:16Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:16Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:16Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:17Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:17Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:17Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:17Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:17Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:17Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:17Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:18Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:18Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:18Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:18Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:18Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:18Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:18Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:19Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:19Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:19Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:19Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:19Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:19Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:19Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:21Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:21Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:21Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:21Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:21Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:21Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:21Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:22Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:22Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:22Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:22Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:22Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:22Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:22Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:23Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:23Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:23Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:23Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:23Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:23Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:23Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:24Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:24Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:24Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:24Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:24Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:24Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:24Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:25Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:25Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:25Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:25Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:25Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:25Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:25Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:26Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:26Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:26Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:26Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:26Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:26Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:26Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:27Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:27Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:27Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:27Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:27Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:27Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:27Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:28Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:28Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:28Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:28Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:28Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:28Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:28Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:29Z,combined,argocd-application-controller-0,2m,165Mi
2026-04-24T08:03:29Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:29Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:29Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:29Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:29Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:29Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:30Z,combined,argocd-application-controller-0,11m,170Mi
2026-04-24T08:03:30Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:30Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:30Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:30Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:30Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:30Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:31Z,combined,argocd-application-controller-0,8m,170Mi
2026-04-24T08:03:31Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:31Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:31Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:31Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:31Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:31Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:32Z,combined,argocd-application-controller-0,11m,170Mi
2026-04-24T08:03:32Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:32Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:32Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:32Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:32Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:32Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:33Z,combined,argocd-application-controller-0,8m,170Mi
2026-04-24T08:03:33Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:33Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:33Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:33Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:33Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:33Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:34Z,combined,argocd-application-controller-0,11m,170Mi
2026-04-24T08:03:34Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:34Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:34Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:34Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:34Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:34Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:35Z,combined,argocd-application-controller-0,8m,170Mi
2026-04-24T08:03:35Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:35Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:35Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:35Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:35Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:35Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:36Z,combined,argocd-application-controller-0,8m,170Mi
2026-04-24T08:03:36Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:36Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:36Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:36Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:36Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:36Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:37Z,combined,argocd-application-controller-0,11m,170Mi
2026-04-24T08:03:37Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:37Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:37Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:37Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:37Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:37Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:38Z,combined,argocd-application-controller-0,8m,170Mi
2026-04-24T08:03:38Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:38Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:38Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:38Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:38Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:38Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:40Z,combined,argocd-application-controller-0,11m,170Mi
2026-04-24T08:03:40Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:40Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:40Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:40Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:40Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:40Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:41Z,combined,argocd-application-controller-0,8m,170Mi
2026-04-24T08:03:41Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
2026-04-24T08:03:41Z,combined,argocd-dex-server-76dcbcbc86-qmt95,1m,25Mi
2026-04-24T08:03:41Z,combined,argocd-notifications-controller-8495566bcf-6l7vb,1m,22Mi
2026-04-24T08:03:41Z,combined,argocd-redis-85cfb75bdd-44jsl,4m,9Mi
2026-04-24T08:03:41Z,combined,argocd-repo-server-9fd46496f-q9g6f,1m,35Mi
2026-04-24T08:03:41Z,combined,argocd-server-9c669c566-kmphd,1m,58Mi
2026-04-24T08:03:42Z,combined,argocd-application-controller-0,11m,170Mi
2026-04-24T08:03:42Z,combined,argocd-applicationset-controller-68fb4455bb-6d6k5,1m,25Mi
